State,District,year,murder,attempt to murder,culpable homicide not amounting or murder,rape,custodial rape,other rape,kidnapping & abduction,kidnapping and abduction of women and girls,kidnapping and abduction of others,dacoity,preparation and assembly for dacoity,robbery,burglary,theft,auto theft,other theft,riots,criminal breach of trust,cheating,counterfieting,arson,hurt/grevious hurt,dowry deaths,assault on women with intent to outrage her modesty,insult to modesty of women,cruelty by husband or his relatives,importation of girls from foreign countries,causing death by negligence,other ipc crimes,total ipc crimes,TOTAL_CRIME,LATITUDE,LONGITUDE,Cluster
Karnataka,Vyalikaval,2022,2,0,2,1,0,2,1,4,1,2,0,0,1,14,1,8,2,3,0,0,1,2,1,4,1,5,0,2,18,78,78,13.12698010832472,77.643317186648,0
Karnataka,Vyalikaval,2021,2,4,0,3,0,0,4,2,4,1,0,4,5,1,5,1,2,3,5,1,1,3,0,1,0,4,0,2,17,75,75,12.946097851895548,77.70397753705826,0
Karnataka,CV Raman Road,2020,3,1,2,1,0,1,3,3,3,2,0,5,0,3,0,0,1,2,3,0,1,4,0,2,0,2,0,3,12,57,57,13.070915880347572,77.73021276477931,0
Karnataka,Rajajinagar,2019,4,2,0,2,0,1,1,0,0,0,1,1,4,0,1,0,2,3,5,0,0,6,1,1,4,5,0,3,10,57,57,13.021659103969487,77.57902736382997,0
Karnataka,Yeshwanthpur,2021,3,2,1,3,0,2,2,3,4,0,0,1,1,9,2,0,2,1,5,1,0,4,0,2,4,4,0,1,12,69,69,12.972414612176992,77.67457572719945,0
Karnataka,Yeshwanthpur,2022,2,0,2,0,0,2,0,0,1,1,0,5,1,9,4,7,1,2,0,1,0,7,1,3,0,1,0,1,15,66,66,13.004188777738024,77.46792320637736,0
Karnataka,Rajajinagar,2021,4,4,0,1,0,1,5,1,2,0,1,5,6,12,6,4,4,3,3,1,1,9,0,3,1,4,0,1,9,91,91,13.09256205499686,77.70509308165244,0
Karnataka,Srirampura,2021,1,2,0,2,0,0,3,0,1,2,1,3,4,6,2,1,4,3,5,0,0,1,1,5,4,1,0,0,12,64,64,13.040444134209505,77.64273791009542,0
Karnataka,Railway Station Area,2024,1,4,2,1,0,1,0,4,2,0,0,0,2,2,2,9,2,2,5,0,0,4,1,3,0,2,0,0,18,67,67,12.973645788786765,77.72763266771531,0
Karnataka,Vyalikaval,2020,4,4,2,3,0,2,0,0,0,0,1,5,0,12,0,6,1,0,5,1,0,6,0,0,1,5,0,3,10,71,71,13.019411699569606,77.58385136448892,0
Karnataka,Rajajinagar,2024,3,1,2,1,0,2,4,2,3,0,1,4,6,1,2,7,4,0,2,1,1,8,1,2,4,0,0,0,16,78,78,12.909302364316707,77.42992138440883,0
Karnataka,Margosa Road,2024,3,0,0,1,0,2,0,1,3,2,1,5,6,4,6,4,4,2,0,1,1,1,0,4,4,0,0,3,15,73,73,13.02575954094889,77.72473135252723,0
Karnataka,Margosa Road,2022,1,4,0,4,1,2,1,0,4,2,0,1,6,6,2,4,1,0,2,1,1,7,1,1,0,2,0,4,5,63,63,13.095558689187552,77.47240297524576,0
Karnataka,Orion Mall Area,2024,3,4,0,0,0,2,4,3,0,1,0,2,5,0,3,3,0,3,3,0,0,9,1,2,4,3,0,2,17,74,74,13.002686556097046,77.68784000581661,0
Karnataka,Orion Mall Area,2022,1,4,1,1,1,2,2,4,4,2,1,1,3,11,1,6,2,0,2,0,1,0,1,2,1,2,0,0,7,63,63,13.144072107306654,77.59944824244735,0
Karnataka,Malleshwaram 8th Cross,2019,0,0,0,4,0,1,0,2,0,0,0,5,7,0,6,7,2,2,3,0,1,5,0,5,0,1,0,0,8,59,59,12.994872770100827,77.7770542026998,0
Karnataka,Rajajinagar,2024,1,1,0,0,1,0,1,0,0,0,0,3,3,14,3,8,4,0,0,0,1,0,0,3,1,4,0,3,7,58,58,13.082638525564791,77.79090248408743,0
Karnataka,Malleshwaram 18th Cross,2020,0,4,0,3,1,0,1,0,3,2,0,0,7,9,0,5,1,2,2,0,1,5,1,0,4,5,0,4,7,67,67,12.916537524078752,77.63729980870593,0
Karnataka,Yeshwanthpur,2023,4,3,2,3,1,2,2,2,0,2,1,0,7,7,1,1,3,1,3,0,1,9,1,2,1,2,0,4,16,81,81,13.10462014167428,77.5439569743902,0
Karnataka,CV Raman Road,2020,0,1,0,4,0,1,4,2,0,1,0,5,6,4,6,1,3,2,1,0,0,1,1,0,3,4,0,3,14,67,67,13.113960957074774,77.41783101587825,0
Karnataka,Vyalikaval,2018,2,0,1,4,1,1,4,0,1,2,0,1,0,7,1,2,1,1,1,1,1,2,0,0,2,1,0,4,14,55,55,12.900228469317332,77.57112956920636,0
Karnataka,Railway Station Area,2019,3,2,1,3,1,2,4,3,0,1,0,2,2,10,4,4,1,1,3,1,1,2,1,5,4,3,0,4,14,82,82,13.162770158285602,77.49543690651956,0
Karnataka,Srirampura,2019,0,4,2,2,1,2,2,3,3,1,0,0,5,2,5,7,0,1,5,0,0,9,0,0,3,1,0,0,5,63,63,13.019439480917166,77.61217344468655,0
Karnataka,Vyalikaval,2022,2,3,1,0,1,2,2,3,3,2,1,0,3,1,4,7,3,3,0,1,1,5,1,1,2,5,0,4,11,72,72,12.85667207125616,77.79665391366662,0
Karnataka,Sampige Road,2022,2,2,1,0,0,1,2,0,3,1,1,4,5,6,2,8,1,0,4,0,1,9,1,2,0,4,0,0,19,79,79,13.06388186452829,77.43147772368876,0
Karnataka,Rajajinagar,2019,3,2,0,4,1,1,4,1,2,1,1,3,5,5,1,0,1,3,2,1,0,3,1,3,2,4,0,0,17,71,71,13.140268315232326,77.50002568998515,0
Karnataka,Srirampura,2020,1,4,0,0,0,0,0,0,4,0,0,4,1,3,1,4,2,2,4,1,0,7,1,2,0,2,0,1,19,63,63,12.99326100957948,77.73311987623973,0
Karnataka,CV Raman Road,2018,2,4,0,2,0,0,2,1,0,0,0,3,6,6,4,7,3,2,2,1,0,5,1,0,3,4,0,2,12,72,72,12.955758000373311,77.75998703559931,0
Karnataka,Srirampura,2022,0,2,0,0,1,0,2,3,2,0,0,0,7,12,2,9,1,0,2,0,0,3,0,2,2,3,0,0,11,64,64,13.021185896200631,77.40473837449107,0
Karnataka,Srirampura,2018,3,3,0,4,0,0,4,0,3,2,0,2,2,8,4,2,3,3,1,1,0,0,1,3,4,1,0,0,10,64,64,13.109256056077228,77.56406074105003,0
Karnataka,Orion Mall Area,2019,0,1,1,1,1,0,2,3,3,0,0,2,4,8,1,2,1,2,5,1,1,9,1,5,3,4,0,3,13,77,77,13.108931528973043,77.6395085234348,0
Karnataka,Srirampura,2020,1,4,0,1,0,2,0,0,3,1,0,0,0,2,0,5,3,3,2,1,0,5,0,3,2,2,0,2,11,53,53,13.136371976594322,77.6774961880989,0
Karnataka,Margosa Road,2018,3,4,1,4,0,1,4,3,0,0,1,3,3,0,4,3,0,2,3,1,1,9,0,5,1,5,0,1,5,67,67,13.109534128378215,77.51633180013222,0
Karnataka,Malleshwaram 18th Cross,2023,2,0,2,1,0,0,2,2,2,0,1,4,6,3,6,7,0,2,5,1,0,7,0,5,1,3,0,4,16,82,82,13.172790967718454,77.53236587541963,0
Karnataka,Orion Mall Area,2021,0,4,1,0,1,2,2,0,2,2,0,5,0,9,3,6,0,3,2,1,1,8,1,5,0,0,0,0,18,76,76,13.003447779813424,77.73158163113473,0
Karnataka,Yeshwanthpur,2019,0,0,0,4,0,1,3,1,1,2,1,4,4,12,5,0,4,0,3,1,0,7,0,0,3,1,0,2,13,72,72,13.008274145625787,77.73866653604861,0
Karnataka,Vyalikaval,2020,2,2,0,4,0,0,3,3,4,2,0,4,3,0,4,7,1,2,3,1,1,8,0,3,1,3,0,2,17,80,80,13.042922936441238,77.67206229914663,0
Karnataka,Srirampura,2019,2,3,0,4,0,2,1,4,3,2,0,3,0,6,6,4,2,0,4,1,0,8,1,0,2,1,0,2,7,68,68,12.96669831822185,77.79874445687075,0
Karnataka,Orion Mall Area,2019,1,0,2,1,1,0,1,1,1,0,0,0,7,1,1,5,4,3,5,0,0,6,1,5,4,0,0,0,16,66,66,12.914926652893136,77.67181184325968,0
Karnataka,Railway Station Area,2018,1,0,2,3,1,0,2,4,0,1,1,2,4,13,6,6,3,1,1,0,0,5,1,2,0,1,0,4,11,75,75,13.141999638677367,77.53555616873447,0
Karnataka,Sampige Road,2018,2,1,1,1,1,1,3,3,1,1,0,4,1,7,2,4,1,3,0,1,0,2,0,4,2,0,0,2,19,67,67,12.955058502722013,77.41595504937054,0
Karnataka,Sadashivanagar,2021,3,2,1,4,0,2,1,0,3,0,0,5,4,4,6,8,1,3,0,0,1,9,0,2,0,0,0,2,6,67,67,13.07543608020202,77.53092581953986,0
Karnataka,Rajajinagar,2022,2,0,0,0,1,1,4,0,1,1,1,3,2,9,5,7,4,0,0,1,1,2,0,4,1,4,0,2,13,69,69,13.034546627875054,77.5033181114829,0
Karnataka,Srirampura,2021,2,0,0,3,0,0,3,0,3,1,0,3,2,0,1,6,1,2,5,1,1,5,1,2,3,3,0,3,8,59,59,13.179062517054682,77.46394611891292,0
Karnataka,Sampige Road,2023,4,2,0,4,0,0,0,4,1,0,1,4,7,1,2,7,1,0,3,0,1,8,0,3,4,0,0,1,12,70,70,13.11407205803948,77.66486374402842,0
Karnataka,Sampige Road,2020,3,4,1,1,0,0,0,3,3,2,1,0,4,3,1,2,3,1,2,1,0,5,1,2,1,4,0,4,10,62,62,12.842025755068327,77.63165173408044,0
Karnataka,Vyalikaval,2024,3,3,0,2,1,1,0,2,2,0,1,5,7,2,3,3,2,2,4,0,0,7,0,2,3,3,0,3,13,74,74,12.834499293021672,77.52019068557016,0
Karnataka,Srirampura,2020,1,2,1,4,0,0,0,0,1,2,0,2,5,12,3,1,3,2,3,0,1,7,1,5,4,5,0,4,9,78,78,13.19157273082155,77.71759090096106,0
Karnataka,Malleshwaram 18th Cross,2019,1,1,1,0,1,2,3,3,2,1,1,2,5,4,2,0,4,1,3,0,0,4,0,2,3,0,0,3,14,63,63,13.106188883063776,77.75890780134732,0
Karnataka,Railway Station Area,2018,1,1,0,2,1,0,4,2,4,2,0,3,1,3,3,2,1,0,0,1,0,4,0,1,1,4,0,2,7,50,50,12.883968068080918,77.74591735655925,0
Karnataka,Margosa Road,2019,0,3,0,2,0,1,0,2,4,2,1,0,0,1,6,7,1,1,3,0,1,2,0,5,4,2,0,1,18,67,67,13.090299629504592,77.63953619801381,0
Karnataka,Sadashivanagar,2022,3,1,1,1,0,0,4,3,4,1,1,1,6,12,0,7,2,2,5,1,0,0,1,5,2,2,0,0,15,80,80,13.107317925724274,77.50772044676914,0
Karnataka,Margosa Road,2019,4,2,1,1,0,2,1,0,1,2,0,2,0,10,5,0,2,1,0,0,0,4,1,1,1,5,0,4,19,69,69,12.867271685678379,77.72737073083432,0
Karnataka,Rajajinagar,2023,1,4,1,3,0,2,1,0,4,1,0,5,7,8,6,7,0,2,0,1,1,9,1,4,0,5,0,4,6,83,83,12.965566127206086,77.53152022206991,0
Karnataka,Vyalikaval,2020,1,1,1,4,0,1,2,1,2,1,1,1,6,6,6,2,2,2,5,1,1,8,1,5,4,1,0,1,7,74,74,13.000019094442797,77.75321759651962,0
Karnataka,Sampige Road,2023,1,2,2,3,1,0,3,3,2,0,0,3,6,4,0,6,3,1,0,0,1,9,1,1,3,2,0,3,6,66,66,13.173694682434373,77.60448240741248,0
Karnataka,Railway Station Area,2020,1,1,0,3,1,1,0,2,4,0,1,5,1,11,3,0,1,1,5,0,0,8,0,1,1,4,0,4,9,68,68,12.979681870578585,77.64276606139467,0
Karnataka,Rajajinagar,2023,1,0,1,2,1,2,4,4,4,0,0,2,3,13,4,3,3,3,3,1,1,9,1,5,3,2,0,1,19,95,95,13.1825120116695,77.79629064760096,0
Karnataka,Margosa Road,2021,0,0,2,1,0,1,4,4,0,1,0,0,4,11,3,2,3,1,4,1,0,8,1,5,2,3,0,2,17,80,80,12.879249302528018,77.65136206687323,0
Karnataka,Sampige Road,2024,4,4,2,2,0,0,5,0,0,2,0,1,2,10,2,1,3,0,1,1,0,0,1,5,3,4,0,0,15,68,68,13.04628194748275,77.72441622035768,0
Karnataka,Margosa Road,2023,3,0,1,4,0,0,3,1,1,2,1,4,6,3,3,9,3,2,5,1,0,7,1,3,1,5,0,1,19,89,89,13.013433874752629,77.42197166847063,0
Karnataka,Sampige Road,2019,4,0,2,3,1,2,1,4,0,0,0,1,6,9,3,9,3,3,2,0,1,7,0,3,4,5,0,0,11,84,84,12.881302571384335,77.46424005670544,0
Karnataka,Margosa Road,2018,2,1,2,3,0,2,3,0,2,0,0,5,2,12,2,4,3,3,5,0,1,9,0,4,1,1,0,1,16,84,84,12.862674257584562,77.64266344511238,0
Karnataka,Malleshwaram 8th Cross,2022,3,1,2,4,1,2,4,1,2,0,1,3,2,12,0,3,1,3,0,1,0,6,0,3,0,4,0,4,19,82,82,12.941682791156149,77.41238466591682,0
Karnataka,CV Raman Road,2022,1,3,0,3,1,2,3,4,1,1,1,5,5,4,4,0,3,2,3,0,1,8,1,4,0,5,0,1,19,85,85,12.937239241160965,77.75469516379738,0
Karnataka,Sampige Road,2023,2,4,1,1,0,2,5,2,1,1,0,5,5,1,1,8,4,2,1,0,1,0,1,3,3,5,0,0,5,64,64,13.034410704327192,77.55094321834974,0
Karnataka,Vyalikaval,2018,2,0,0,1,1,0,1,4,3,0,1,3,6,7,4,6,3,1,3,0,1,1,1,4,3,4,0,1,7,68,68,13.172396083059876,77.54877358785559,0
Karnataka,CV Raman Road,2022,2,3,2,3,0,0,1,4,0,1,0,3,0,1,1,5,0,2,5,1,1,8,0,4,1,4,0,2,10,64,64,13.081583884435421,77.77042036581713,0
Karnataka,Orion Mall Area,2023,2,1,2,4,0,0,5,4,3,0,1,0,6,7,3,6,3,1,3,1,1,7,1,2,3,2,0,3,15,86,86,13.148780443885675,77.60185146838447,0
Karnataka,Malleshwaram 8th Cross,2023,1,3,2,2,1,1,0,4,4,2,1,0,0,12,0,9,0,1,2,1,0,9,0,4,3,5,0,3,5,75,75,13.014648183034131,77.43774636303729,0
Karnataka,Yeshwanthpur,2018,2,0,0,3,0,1,0,0,2,1,0,5,7,4,3,0,1,0,0,0,0,3,0,4,3,4,0,4,12,59,59,12.941272910513952,77.7899320819348,0
Karnataka,Railway Station Area,2018,4,3,1,0,0,2,5,3,1,1,1,3,6,3,6,5,4,2,3,0,1,3,0,4,4,1,0,2,9,77,77,12.89881269050957,77.52836725042867,0
Karnataka,Vyalikaval,2021,1,2,2,1,0,0,0,2,4,1,1,5,1,6,5,0,1,0,2,1,1,5,0,5,0,1,0,2,18,67,67,13.175831871234413,77.60801661494715,0
Karnataka,Srirampura,2023,2,4,0,0,0,2,1,3,3,1,0,2,3,0,1,7,1,3,3,0,0,4,1,0,4,2,0,3,10,60,60,13.063237348981374,77.7415787566489,0
Karnataka,Yeshwanthpur,2019,2,0,0,0,0,0,4,0,4,2,0,4,5,6,6,3,3,1,1,0,0,7,0,4,1,1,0,1,15,70,70,13.134888042588678,77.60303121541594,0
Karnataka,CV Raman Road,2020,4,2,0,0,0,0,0,4,4,2,0,0,4,9,6,5,0,2,4,0,1,6,0,2,2,2,0,4,6,69,69,13.158735582960103,77.79034724415199,0
Karnataka,Sampige Road,2020,0,3,0,3,0,0,3,1,1,1,1,2,6,11,0,1,4,2,4,1,1,9,1,0,0,0,0,1,5,61,61,12.93871601805784,77.43513035707183,0
Karnataka,Srirampura,2023,0,0,1,3,1,0,4,1,0,2,0,5,2,4,1,9,3,2,0,1,1,7,0,5,1,5,0,3,5,66,66,13.018169003646744,77.65100797229353,0
Karnataka,Yeshwanthpur,2019,4,3,2,0,0,0,5,3,1,0,1,1,1,5,3,1,0,2,4,0,1,1,0,2,3,3,0,1,8,55,55,13.134382508194225,77.47277231535058,0
Karnataka,Rajajinagar,2022,0,4,2,3,0,0,2,1,1,2,0,1,7,4,6,1,3,1,2,0,1,5,1,2,2,4,0,2,17,74,74,12.85237472832082,77.72531319119857,0
Karnataka,Malleshwaram 18th Cross,2024,3,4,1,0,1,0,0,3,0,0,1,2,3,14,1,5,1,2,2,0,0,6,1,5,2,1,0,4,17,79,79,12.853550987074355,77.58159702976215,0
Karnataka,Orion Mall Area,2018,3,1,2,0,1,1,2,2,0,1,0,5,7,6,5,2,0,2,4,1,0,9,1,5,2,1,0,3,15,81,81,13.105581191930195,77.56889022809503,0
Karnataka,Malleshwaram 18th Cross,2020,3,2,0,2,0,1,0,1,1,0,0,4,0,12,0,8,2,2,2,1,1,0,0,2,4,0,0,3,10,61,61,13.167517441691876,77.62773418265785,0
Karnataka,Yeshwanthpur,2021,0,4,2,2,0,2,4,4,0,0,0,1,2,14,5,2,3,0,3,1,1,1,0,3,1,4,0,0,5,64,64,13.19774486186634,77.4121395096821,0
Karnataka,Sadashivanagar,2022,3,2,0,2,0,0,2,0,2,2,0,2,4,0,4,2,1,2,3,0,0,9,0,5,4,2,0,0,11,62,62,13.04862550971658,77.78266106964045,0
Karnataka,Vyalikaval,2021,3,3,1,4,1,2,1,2,4,1,0,2,5,1,3,2,0,0,2,1,0,6,0,4,4,0,0,3,11,66,66,13.183087914709866,77.64208230852375,0
Karnataka,Yeshwanthpur,2020,0,2,2,1,0,1,0,1,4,2,0,3,2,5,1,6,1,0,5,1,0,5,1,3,0,4,0,1,6,57,57,12.938591258038437,77.70725295445695,0
Karnataka,Sadashivanagar,2019,4,0,2,3,0,0,5,1,3,2,0,2,2,14,1,0,3,3,1,0,1,3,0,5,4,4,0,0,11,74,74,13.044673760895147,77.69881455033152,0
Karnataka,CV Raman Road,2019,1,1,1,2,1,1,5,3,1,1,1,4,7,13,5,2,3,3,0,0,0,3,0,2,3,2,0,3,17,85,85,12.861226013012073,77.43371911913043,0
Karnataka,Srirampura,2021,3,2,0,1,1,1,3,2,4,1,0,3,4,6,4,7,3,2,2,1,1,2,1,5,2,5,0,2,6,74,74,13.188503708113513,77.47946656066392,0
Karnataka,Sadashivanagar,2023,0,2,2,1,1,2,2,0,4,2,1,4,5,7,0,2,4,3,0,1,0,4,0,4,1,0,0,0,16,68,68,13.016307907914975,77.736784723412,0
Karnataka,Yeshwanthpur,2022,1,4,0,3,0,0,5,0,4,2,0,4,1,12,5,7,4,3,4,0,1,4,1,2,4,0,0,0,8,79,79,13.134019198997404,77.56181642650508,0
Karnataka,Rajajinagar,2020,1,0,2,4,0,2,3,3,0,0,1,3,4,3,2,0,3,1,1,1,1,8,1,3,1,3,0,4,6,61,61,13.089056540883753,77.71879045320051,0
Karnataka,Yeshwanthpur,2018,2,4,1,0,0,0,2,3,0,0,1,3,7,10,2,3,4,1,3,1,0,9,0,5,0,2,0,0,11,74,74,13.131777730838053,77.40101717121757,0
Karnataka,Vyalikaval,2019,1,2,2,2,1,0,4,3,4,2,0,1,5,2,2,1,1,2,2,1,1,8,1,1,2,3,0,2,14,70,70,13.120403706259324,77.71081655453743,0
Karnataka,Yeshwanthpur,2021,3,3,0,4,0,0,3,1,2,2,1,1,5,8,6,7,0,1,5,1,1,6,0,0,0,4,0,1,15,80,80,12.899667635469354,77.45685500829346,0
Karnataka,Rajajinagar,2024,4,4,2,3,0,1,0,2,0,2,0,5,4,13,3,7,4,3,1,1,0,7,0,5,4,3,0,0,5,83,83,12.90447703844995,77.49094103720718,0
Karnataka,Orion Mall Area,2020,3,4,1,4,0,1,1,0,4,2,0,3,0,1,6,4,4,2,0,1,1,0,1,2,1,2,0,2,13,63,63,13.016508292124508,77.60477305181874,0
Karnataka,Sadashivanagar,2022,2,0,0,1,1,2,4,4,3,2,0,4,6,9,5,2,4,2,2,0,1,7,0,3,0,4,0,4,16,88,88,13.087309929988884,77.43256883186447,0
Karnataka,Malleshwaram 18th Cross,2023,1,4,1,4,0,2,2,0,4,1,1,0,1,14,2,9,4,2,3,1,0,4,0,3,2,0,0,0,9,74,74,12.935697808644168,77.40312101562304,0
Karnataka,Vyalikaval,2018,2,4,0,2,1,2,0,2,1,2,1,2,1,0,6,1,2,1,3,0,1,8,0,4,4,3,0,0,9,62,62,13.0733100186859,77.43060362334647,0
Karnataka,Margosa Road,2018,3,1,0,4,1,1,2,3,4,2,1,5,6,5,5,6,0,3,2,1,0,0,1,3,4,0,0,1,15,79,79,12.85915160088474,77.48311797304709,0
Karnataka,Malleshwaram 18th Cross,2023,3,2,2,4,1,1,3,1,1,0,0,3,3,10,2,6,1,1,2,1,1,0,1,5,2,0,0,0,19,75,75,13.142414430667474,77.51995951648694,0
Karnataka,Railway Station Area,2019,3,0,1,1,1,0,3,0,3,1,1,2,3,2,4,4,4,2,1,0,0,0,1,1,0,5,0,1,10,54,54,13.024315876385351,77.55847953549073,0
Karnataka,Sampige Road,2018,4,4,1,4,1,0,1,4,3,0,0,1,0,6,2,4,2,2,3,0,0,5,1,2,1,2,0,2,9,64,64,13.025527119739657,77.50242897362098,0
Karnataka,Malleshwaram 8th Cross,2020,3,2,2,1,1,2,3,1,2,2,1,2,5,12,6,5,3,1,0,0,0,4,1,4,2,3,0,4,18,90,90,13.162149479891848,77.66037787152469,0
Karnataka,Malleshwaram 18th Cross,2019,3,0,0,2,0,0,4,0,4,2,0,1,7,11,1,5,3,3,3,0,0,0,0,2,0,1,0,1,8,61,61,12.996997962354394,77.77747575410669,0
Karnataka,Sampige Road,2019,1,4,2,2,1,0,2,2,0,2,0,3,0,12,4,6,2,2,2,1,0,3,1,1,3,5,0,0,8,69,69,12.847468877455077,77.71792057777107,0
Karnataka,Rajajinagar,2019,4,3,1,0,1,1,2,0,2,2,1,1,3,14,1,9,1,0,0,0,1,8,1,4,0,0,0,1,12,73,73,12.832958890084953,77.49818245840771,0
Karnataka,Srirampura,2023,1,1,0,0,0,1,4,4,2,2,0,4,3,7,3,9,2,0,2,0,1,6,0,1,0,2,0,1,12,68,68,13.043039176835572,77.77940186382078,0
Karnataka,Vyalikaval,2024,2,0,1,1,1,1,3,1,1,1,1,4,1,13,4,4,3,3,3,0,0,4,1,3,3,5,0,0,18,82,82,12.995802358342345,77.43718113797514,0
Karnataka,Rajajinagar,2020,0,3,0,0,0,2,3,0,2,1,1,4,3,14,1,4,4,3,1,1,1,3,1,1,2,1,0,3,5,64,64,12.88489280852104,77.49536035212027,0
Karnataka,Rajajinagar,2021,1,0,0,0,1,1,4,4,2,1,0,2,4,1,1,2,3,1,0,0,0,0,0,5,2,4,0,3,15,57,57,12.932801607144128,77.6178386349042,0
Karnataka,CV Raman Road,2018,4,0,2,3,0,2,1,0,2,1,1,2,6,6,0,3,0,0,1,0,0,6,0,5,0,1,0,4,10,60,60,13.102985339747123,77.52864179246482,0
Karnataka,Sadashivanagar,2018,1,1,1,0,0,0,0,0,1,1,0,0,5,12,0,1,0,1,5,0,1,1,1,3,3,2,0,3,19,62,62,13.16817994467166,77.62342772463076,0
Karnataka,Malleshwaram 8th Cross,2021,0,3,2,4,1,0,0,3,3,0,1,2,2,9,0,1,3,0,4,1,0,1,1,0,1,4,0,1,16,63,63,12.996395583071637,77.4039433855837,0
Karnataka,Orion Mall Area,2019,1,4,2,2,0,0,3,4,2,0,0,5,4,4,0,9,3,1,5,0,1,5,0,4,0,0,0,2,13,74,74,12.868380940296214,77.7386269843378,0
Karnataka,Sampige Road,2022,0,2,2,0,0,0,5,0,3,1,1,5,7,11,2,0,4,0,5,1,0,6,0,5,1,4,0,4,7,76,76,13.155802919810633,77.69751040681139,0
Karnataka,CV Raman Road,2020,4,3,1,1,0,1,0,1,3,2,1,0,5,4,6,0,4,1,0,1,0,8,0,4,4,3,0,3,10,70,70,13.011460579370235,77.63572128650337,0
Karnataka,Srirampura,2019,1,0,1,3,1,0,0,2,1,2,1,3,3,4,3,6,0,3,3,1,1,2,0,0,2,0,0,0,15,58,58,13.13068593175686,77.74950981756798,0
Karnataka,Yeshwanthpur,2019,4,3,0,3,1,1,5,3,3,2,1,3,7,4,2,8,1,0,5,1,0,3,0,2,0,0,0,3,14,79,79,13.025020674339354,77.54090719808272,0
Karnataka,Malleshwaram 18th Cross,2019,4,2,0,2,0,0,0,3,1,1,1,3,2,9,3,9,3,2,1,1,1,5,0,2,0,4,0,1,9,69,69,12.957613636133335,77.78451654598929,0
Karnataka,Srirampura,2018,2,3,0,2,1,0,3,3,2,1,1,3,0,4,4,3,4,1,5,1,1,8,1,3,3,5,0,2,17,83,83,13.162695139055652,77.49389602432173,0
Karnataka,Railway Station Area,2023,2,2,0,1,0,1,2,2,0,2,1,2,6,13,3,8,3,2,1,0,0,6,1,4,3,1,0,3,5,74,74,12.962279040690758,77.49004360230764,0
Karnataka,Sadashivanagar,2023,1,1,2,1,1,2,3,4,1,0,1,5,3,6,2,3,0,1,3,1,0,9,0,0,4,3,0,2,18,77,77,12.974283717103388,77.40345856838081,0
Karnataka,Yeshwanthpur,2024,1,0,0,1,0,1,3,1,0,0,0,4,3,10,6,8,4,3,2,0,1,9,1,5,3,3,0,0,18,87,87,13.093280264146932,77.59631963208244,0
Karnataka,Sadashivanagar,2023,4,4,1,3,0,2,5,2,2,0,1,4,0,7,6,8,2,1,4,0,1,1,0,3,1,2,0,1,17,82,82,13.19356300525711,77.77474209952759,0
Karnataka,Vyalikaval,2018,2,3,0,3,1,1,1,1,0,0,1,1,3,10,6,6,0,1,3,1,1,3,0,3,3,0,0,1,17,72,72,13.103545381789722,77.7072748461972,0
Karnataka,Malleshwaram 8th Cross,2023,1,1,1,1,0,2,1,1,4,2,1,3,2,14,4,6,3,2,1,1,0,1,0,0,3,2,0,0,16,73,73,12.976591732302744,77.41336598524057,0
Karnataka,Rajajinagar,2022,1,3,2,0,0,2,3,3,4,0,1,4,0,3,5,8,4,1,0,0,0,1,1,5,0,2,0,3,13,69,69,12.879375604121087,77.53195238289045,0
Karnataka,Sadashivanagar,2020,1,1,2,0,0,1,4,0,2,1,0,0,0,6,4,6,0,3,5,1,1,9,1,4,3,5,0,1,12,73,73,13.000885260249724,77.762183808199,0
Karnataka,Srirampura,2024,2,2,1,1,0,2,4,1,3,1,1,3,1,8,5,6,3,1,4,1,0,2,0,1,0,2,0,2,13,70,70,12.881380764480104,77.57822000141567,0
Karnataka,Orion Mall Area,2019,1,1,2,1,1,1,1,1,3,1,0,0,6,14,4,2,1,3,3,1,0,6,1,1,1,3,0,0,17,76,76,13.055232878026997,77.78018186582818,0
Karnataka,CV Raman Road,2024,4,2,1,3,1,2,5,1,1,0,0,2,3,12,0,6,4,3,1,1,1,7,0,1,4,2,0,4,17,88,88,13.139725115851975,77.4935844660259,0
Karnataka,Vyalikaval,2023,1,1,1,0,1,0,1,1,4,1,0,3,1,12,6,4,1,1,4,1,1,7,1,5,4,4,0,4,9,79,79,12.801909423935138,77.71962828641709,0
Karnataka,Malleshwaram 18th Cross,2024,3,3,1,2,0,0,2,3,1,1,0,3,2,1,2,1,0,3,2,0,0,3,0,3,0,5,0,3,18,62,62,13.061497985872904,77.7129960339825,0
Karnataka,Malleshwaram 8th Cross,2024,0,4,2,2,0,0,1,1,2,1,0,5,5,8,0,6,4,0,5,1,0,6,0,3,4,3,0,2,10,75,75,13.136534675320577,77.53250058610826,0
Karnataka,Margosa Road,2018,4,0,0,4,0,1,5,0,0,1,0,4,2,5,6,0,3,2,5,0,0,6,0,2,3,4,0,0,7,64,64,12.896995678526272,77.55348405781484,0
Karnataka,Orion Mall Area,2021,1,4,2,2,1,2,0,4,4,2,0,2,0,8,5,4,1,1,5,0,0,5,0,3,2,3,0,3,5,69,69,13.127610352131503,77.64521575790242,0
Karnataka,Rajajinagar,2018,3,1,2,0,0,0,3,4,3,0,1,1,1,6,1,6,0,2,4,0,0,8,0,2,2,0,0,3,7,60,60,12.936538561327438,77.69948287161651,0
