State,District,year,murder,attempt to murder,culpable homicide not amounting or murder,rape,custodial rape,other rape,kidnapping & abduction,kidnapping and abduction of women and girls,kidnapping and abduction of others,dacoity,preparation and assembly for dacoity,robbery,burglary,theft,auto theft,other theft,riots,criminal breach of trust,cheating,counterfieting,arson,hurt/grevious hurt,dowry deaths,assault on women with intent to outrage her modesty,insult to modesty of women,cruelty by husband or his relatives,importation of girls from foreign countries,causing death by negligence,other ipc crimes,total ipc crimes,TOTAL_CRIME,LATITUDE,LONGITUDE,Cluster
Karnataka,Margosa Road,2020,3,2,1,4,1,1,3,0,4,2,0,4,4,6,0,2,0,2,3,1,1,6,0,0,2,5,0,4,15,76,76,12.943774103296743,77.47530901762745,0
Karnataka,Srirampura,2024,3,0,0,0,1,0,3,1,2,0,0,0,5,4,3,4,4,3,3,0,0,0,0,5,2,0,0,2,17,62,62,13.002377612425839,77.73263356955776,0
Karnataka,Sadashivanagar,2019,0,3,2,1,1,2,4,3,0,1,1,0,3,7,4,9,1,2,0,1,0,2,0,0,1,2,0,1,8,59,59,12.874143368856256,77.52916738534933,0
Karnataka,Vyalikaval,2021,1,3,1,2,1,1,1,1,2,2,1,4,2,6,1,9,2,3,5,0,1,1,1,5,4,4,0,0,14,78,78,12.843060696323759,77.47305242176543,0
Karnataka,Rajajinagar,2021,0,0,0,1,0,1,4,1,4,2,0,4,4,3,6,6,3,3,2,0,1,9,0,5,4,5,0,4,17,89,89,12.940952983171336,77.47120462578789,0
Karnataka,Yeshwanthpur,2018,1,2,2,4,1,2,2,4,3,2,1,4,1,10,6,3,4,3,5,1,1,9,1,5,3,5,0,3,11,99,99,12.907846745318576,77.44780397955422,0
Karnataka,Malleshwaram 18th Cross,2024,4,0,1,3,0,0,1,0,0,1,0,2,1,3,5,6,2,1,2,0,0,9,0,2,2,4,0,0,5,54,54,12.919354086371218,77.46462398421343,0
Karnataka,Malleshwaram 8th Cross,2021,0,1,2,1,1,2,4,0,3,0,0,2,6,7,2,4,2,3,4,1,0,7,0,3,0,1,0,2,8,66,66,12.91875517975299,77.58087115007135,0
Karnataka,Malleshwaram 8th Cross,2018,3,1,1,1,0,2,4,1,2,1,0,4,7,8,5,8,4,2,5,1,0,7,0,1,4,5,0,3,18,98,98,12.9444585459656,77.71832104014628,0
Karnataka,Rajajinagar,2020,2,1,0,0,1,2,3,3,4,0,1,4,6,7,1,3,3,3,2,1,1,1,0,5,4,2,0,1,7,68,68,12.990571555823111,77.59837439128279,0
Karnataka,Orion Mall Area,2021,4,0,1,1,1,1,4,4,1,1,0,3,7,13,5,2,3,1,5,1,1,7,0,1,0,0,0,3,13,83,83,12.991076065611084,77.53738716743182,0
Karnataka,Vyalikaval,2018,1,4,1,3,0,1,3,3,0,1,0,0,4,4,0,1,2,0,4,0,1,5,1,2,4,3,0,1,5,54,54,12.834221993969141,77.6824564545774,0
Karnataka,Malleshwaram 18th Cross,2024,0,1,0,1,1,1,0,3,4,2,0,1,6,0,1,9,0,1,2,1,1,9,0,5,3,5,0,0,13,70,70,12.895248320697167,77.48585765652493,0
Karnataka,Srirampura,2022,4,0,2,1,1,1,1,4,1,1,1,5,4,5,5,3,2,1,1,0,1,4,0,2,2,0,0,0,5,57,57,13.014921410849562,77.47074641060419,0
Karnataka,Railway Station Area,2018,0,1,2,4,0,2,3,4,0,1,0,2,6,2,1,1,1,2,3,0,1,2,0,5,3,5,0,4,8,63,63,13.199468952389795,77.46571992675925,0
Karnataka,Vyalikaval,2023,3,1,0,3,1,0,5,3,0,0,1,5,7,3,3,3,4,3,2,1,0,3,0,0,2,4,0,4,9,70,70,12.857193401470685,77.72411409065576,0
Karnataka,Sadashivanagar,2024,0,3,0,1,0,1,5,3,2,0,0,2,7,12,5,2,2,0,1,0,1,2,1,4,3,2,0,2,12,73,73,12.878370927828625,77.543339170608,0
Karnataka,CV Raman Road,2021,1,0,2,4,0,2,5,3,1,1,0,4,1,9,1,8,3,0,0,0,1,4,1,3,3,0,0,2,8,67,67,12.805672051218629,77.49125806129344,0
Karnataka,Orion Mall Area,2018,1,3,0,2,1,1,5,0,0,2,1,4,6,0,5,4,1,0,0,1,1,9,1,3,2,3,0,2,19,77,77,12.924685048330735,77.47191353224916,0
Karnataka,Sampige Road,2023,2,2,2,1,1,0,4,0,0,2,0,4,1,4,6,2,2,1,5,1,1,9,0,5,1,1,0,3,11,71,71,12.963602129283215,77.4025425349406,0
Karnataka,Margosa Road,2020,2,1,0,1,1,2,5,0,2,0,0,1,5,7,3,6,4,2,4,0,0,4,0,4,4,2,0,4,11,75,75,13.07160332645413,77.73144384022581,0
Karnataka,Malleshwaram 18th Cross,2019,1,1,0,4,1,0,3,0,2,0,0,2,1,1,2,1,4,0,5,0,0,9,0,5,4,0,0,0,11,57,57,13.166176363372681,77.701917064145,0
Karnataka,Vyalikaval,2022,1,3,0,4,0,2,0,4,3,2,1,5,4,5,0,9,4,1,1,0,0,3,1,1,2,4,0,4,10,74,74,12.956310171927422,77.72655958164003,0
Karnataka,Sadashivanagar,2020,1,0,0,4,1,1,2,1,3,0,0,1,5,10,5,5,3,1,0,1,1,1,0,3,0,4,0,4,18,75,75,12.919249804502615,77.61787308338099,0
Karnataka,Orion Mall Area,2022,4,4,0,1,1,1,2,0,3,0,0,0,3,13,6,0,4,2,4,1,1,4,0,0,1,2,0,4,15,76,76,12.94791685868556,77.51081313221603,0
Karnataka,Railway Station Area,2022,0,4,0,0,1,1,0,3,3,0,0,1,0,9,5,7,1,1,4,1,0,8,0,2,4,1,0,0,11,67,67,13.017578676552398,77.5708188472171,0
Karnataka,Margosa Road,2023,4,2,2,0,1,1,4,1,1,2,1,3,5,7,3,5,0,3,0,1,1,0,1,4,4,2,0,0,10,68,68,12.893083614015367,77.78956686875424,0
Karnataka,Rajajinagar,2018,3,0,0,4,1,0,1,0,1,2,0,2,5,7,1,7,1,1,0,0,1,3,1,1,4,3,0,0,6,55,55,12.947865456121695,77.54668424494085,0
Karnataka,Orion Mall Area,2024,2,0,1,0,0,2,1,2,4,1,1,1,0,13,6,3,3,2,2,0,0,4,0,5,4,0,0,0,15,72,72,13.186745255886159,77.65041061432511,0
Karnataka,Malleshwaram 8th Cross,2019,0,3,2,2,0,1,3,2,4,0,1,5,6,14,2,2,3,1,3,1,0,8,0,5,1,5,0,2,14,90,90,13.173401356831253,77.69507352807935,0
Karnataka,Orion Mall Area,2018,2,1,1,0,1,1,2,4,3,1,0,2,3,14,3,9,1,1,0,1,1,1,1,4,3,5,0,2,15,82,82,13.008774635103784,77.62178894892824,0
Karnataka,Railway Station Area,2018,3,1,0,0,0,0,0,2,3,1,0,4,0,6,3,3,1,1,2,0,1,9,0,4,2,1,0,1,12,60,60,13.116034821102392,77.60512781381313,0
Karnataka,Rajajinagar,2021,1,0,2,1,1,0,4,4,1,1,0,1,5,10,2,6,1,0,4,0,0,6,1,4,3,1,0,2,17,78,78,13.124231746614639,77.41951514182091,0
Karnataka,Malleshwaram 18th Cross,2018,2,4,1,0,0,1,0,4,3,0,0,2,3,14,0,5,3,3,5,1,1,0,1,0,2,2,0,0,10,67,67,12.8347658269374,77.42926483181466,0
Karnataka,Srirampura,2019,1,2,0,4,1,0,2,4,3,2,0,1,3,8,2,8,4,0,5,0,1,7,1,1,0,4,0,1,18,83,83,12.925708361877579,77.72039110510508,0
Karnataka,Malleshwaram 8th Cross,2020,2,3,2,1,1,0,0,1,1,0,1,1,0,6,5,6,3,1,4,1,0,1,0,2,3,1,0,1,7,54,54,12.824505032063385,77.40778501199357,0
Karnataka,Vyalikaval,2023,3,0,0,0,0,1,0,1,0,2,1,1,0,9,0,2,4,1,1,0,0,0,0,0,1,0,0,4,6,37,37,12.86261271317955,77.74318225695441,0
Karnataka,Vyalikaval,2018,2,2,1,2,0,1,0,2,1,0,0,3,7,11,6,9,1,1,1,0,1,3,0,3,0,3,0,3,8,71,71,13.04737895459828,77.57948543137141,0
Karnataka,Margosa Road,2019,3,0,2,1,0,1,3,1,3,2,0,3,6,5,0,4,4,2,2,0,0,8,0,4,0,0,0,4,12,70,70,13.178652057261496,77.65835451677336,0
Karnataka,Railway Station Area,2018,0,2,2,1,0,1,4,0,1,1,1,1,0,5,6,7,2,3,0,0,0,3,0,3,4,1,0,1,6,55,55,13.131543257788405,77.68900971524232,0
Karnataka,Sadashivanagar,2023,4,2,2,1,1,2,1,4,4,0,0,1,2,3,1,4,0,0,4,0,0,4,0,4,4,3,0,2,10,63,63,13.092986675552625,77.4730664603644,0
Karnataka,Malleshwaram 8th Cross,2022,3,1,2,0,0,2,4,0,0,2,0,2,0,7,3,4,4,3,4,0,0,1,1,4,4,4,0,3,12,70,70,12.91597783852437,77.77115870797515,0
Karnataka,Malleshwaram 18th Cross,2023,2,3,2,4,0,2,2,1,0,1,0,4,4,11,2,2,0,1,5,0,1,9,1,1,2,2,0,1,19,82,82,13.026959899055543,77.69445375081553,0
Karnataka,CV Raman Road,2018,0,3,1,3,1,0,1,3,0,1,1,0,6,10,6,3,1,2,1,1,1,9,1,5,4,2,0,3,17,86,86,12.988633262825218,77.56360238583197,0
Karnataka,Malleshwaram 8th Cross,2021,3,1,2,3,0,0,5,1,1,1,0,4,6,13,0,8,0,3,2,1,1,1,0,2,3,3,0,1,11,76,76,12.97415518365253,77.42801472738314,0
Karnataka,Sadashivanagar,2022,2,4,2,3,0,0,3,4,4,1,0,2,4,14,6,8,2,2,0,1,1,8,0,0,0,2,0,4,11,88,88,13.187288694039033,77.4464597216258,0
Karnataka,Margosa Road,2019,3,3,0,0,1,2,1,3,2,2,0,3,2,1,2,2,3,3,0,0,0,5,1,0,3,0,0,3,14,59,59,13.008379239517618,77.63764180263327,0
Karnataka,Sadashivanagar,2023,3,1,2,2,0,0,1,3,4,2,1,2,4,12,3,4,0,1,1,1,1,5,1,2,2,5,0,1,5,69,69,13.037401925675,77.62634513255898,0
Karnataka,Margosa Road,2018,1,2,1,1,0,2,1,4,4,1,1,2,7,14,2,7,3,0,0,1,0,7,1,4,2,3,0,3,14,88,88,13.020112069569501,77.61393101199029,0
Karnataka,Sampige Road,2024,2,2,1,1,1,2,0,2,3,1,0,0,7,9,4,4,3,2,2,0,0,2,1,3,4,3,0,1,6,66,66,12.876995948177854,77.55609913575182,0
Karnataka,Railway Station Area,2022,4,3,1,4,1,2,2,1,4,1,1,5,7,1,6,6,4,3,4,1,0,5,1,5,0,1,0,1,15,89,89,13.186420225984042,77.70148555971342,0
Karnataka,Margosa Road,2022,3,2,0,1,1,2,5,1,1,1,1,4,0,13,2,9,0,1,1,0,1,6,0,1,2,0,0,3,12,73,73,12.845433019161636,77.42670455954203,0
Karnataka,Malleshwaram 18th Cross,2020,0,3,2,4,1,0,3,3,0,1,0,3,2,13,0,2,4,1,0,1,0,0,1,0,1,1,0,2,15,63,63,12.915334539047192,77.61328118736118,0
Karnataka,Orion Mall Area,2022,2,0,1,0,0,1,5,3,4,0,0,2,5,8,1,1,0,0,5,0,0,0,1,0,0,5,0,1,11,56,56,13.139786435000527,77.54153973119632,0
Karnataka,Rajajinagar,2023,4,1,2,3,0,0,2,4,4,2,0,0,1,7,4,1,2,3,5,1,1,5,1,4,2,5,0,2,11,77,77,13.109882226224496,77.55296040920537,0
Karnataka,Orion Mall Area,2019,2,4,1,4,1,0,0,4,2,2,1,2,5,4,5,8,2,0,4,0,0,5,0,3,2,5,0,1,8,75,75,13.111203510243783,77.56827696888864,0
Karnataka,Malleshwaram 18th Cross,2024,4,3,1,4,1,1,3,2,2,0,0,2,1,11,1,0,4,3,3,1,1,7,1,0,3,3,0,1,13,76,76,12.82098330726168,77.72673971992172,0
Karnataka,Srirampura,2018,4,4,1,1,0,2,5,3,3,2,1,4,3,2,1,0,1,1,1,0,1,1,1,2,4,0,0,1,10,59,59,13.181352377161916,77.54442927653574,0
Karnataka,CV Raman Road,2023,3,1,0,0,0,0,0,1,2,1,0,4,6,12,3,1,3,2,1,0,0,8,1,1,1,3,0,2,16,72,72,12.981287608335391,77.536686381111,0
Karnataka,Malleshwaram 8th Cross,2022,1,1,2,3,0,2,3,4,3,2,0,0,0,3,1,5,3,3,3,1,1,9,1,3,3,5,0,1,11,74,74,12.855374613370088,77.50914778359157,0
Karnataka,Vyalikaval,2024,2,0,2,0,1,2,3,0,1,1,1,2,3,2,1,5,0,0,2,1,0,6,1,5,4,4,0,2,5,56,56,12.964378035457463,77.45354506631259,0
Karnataka,Yeshwanthpur,2019,0,1,2,3,1,2,4,1,0,2,1,2,7,14,2,5,2,1,1,1,1,0,0,1,0,2,0,4,14,74,74,13.186800229069004,77.74482174315028,0
Karnataka,Vyalikaval,2020,0,2,2,2,1,0,0,3,2,0,1,2,1,4,4,5,4,0,4,1,0,2,1,1,1,1,0,3,13,60,60,12.933467202712167,77.72802774573535,0
Karnataka,Orion Mall Area,2018,1,4,1,0,1,1,2,4,1,2,1,1,4,7,4,5,1,2,4,1,0,4,0,5,2,4,0,2,9,73,73,13.099202293329652,77.60027432392401,0
Karnataka,Malleshwaram 8th Cross,2021,0,1,2,2,1,0,5,4,0,1,1,1,7,2,2,7,0,0,1,1,0,7,1,5,1,0,0,0,14,66,66,12.844650127828901,77.53467681557318,0
Karnataka,Malleshwaram 8th Cross,2022,2,1,0,3,1,1,0,0,1,0,1,2,2,10,0,5,2,2,2,1,0,6,0,1,0,3,0,1,13,60,60,12.929159235841341,77.74304695698461,0
Karnataka,CV Raman Road,2022,0,4,0,4,1,1,5,2,1,1,0,4,6,3,4,8,1,2,3,1,0,1,1,2,2,2,0,3,13,75,75,13.133676901091192,77.62061588216001,0
Karnataka,Vyalikaval,2020,2,4,0,2,1,1,0,1,1,2,0,0,1,8,4,4,1,1,1,1,0,6,1,5,1,0,0,3,18,69,69,13.109772521157192,77.43287084624323,0
Karnataka,Railway Station Area,2019,4,0,2,3,1,0,0,4,1,0,0,5,3,3,4,3,4,1,1,0,1,6,0,2,3,0,0,4,18,73,73,13.040728933286012,77.67119330014235,0
Karnataka,CV Raman Road,2020,3,1,0,3,0,2,4,2,2,1,0,5,4,4,3,0,4,2,5,0,1,7,0,2,1,0,0,3,15,74,74,12.952269341067815,77.72259906830577,0
Karnataka,Margosa Road,2019,1,2,1,2,0,1,4,0,4,2,0,4,2,3,4,1,2,1,2,0,0,4,0,1,2,5,0,3,13,64,64,13.1749739291286,77.71826184529533,0
Karnataka,Malleshwaram 18th Cross,2018,1,2,0,0,0,2,4,0,1,0,0,0,5,11,0,3,4,2,2,1,1,5,0,2,3,2,0,0,16,67,67,12.847330094941311,77.4536154968103,0
Karnataka,Sadashivanagar,2022,0,0,2,4,1,1,4,1,0,2,1,3,4,11,4,8,0,1,4,0,1,3,1,4,3,2,0,0,17,82,82,12.876552289912656,77.6030481860831,0
Karnataka,Yeshwanthpur,2021,2,1,1,3,0,0,0,1,2,0,0,5,7,5,5,3,3,2,5,0,1,1,0,1,3,0,0,0,15,66,66,13.132934676391244,77.41497962792359,0
Karnataka,Vyalikaval,2020,3,4,0,0,1,0,2,4,2,2,0,2,1,5,0,7,0,2,2,1,0,2,0,4,0,5,0,0,14,63,63,13.174526939665522,77.42009492275712,0
Karnataka,Railway Station Area,2023,0,2,2,3,1,0,1,4,1,0,0,2,7,5,4,1,0,1,4,1,0,8,1,0,1,0,0,2,19,70,70,12.888747801097093,77.52869203424802,0
Karnataka,Malleshwaram 18th Cross,2021,3,1,2,3,0,2,0,1,1,1,1,1,4,4,6,0,1,3,1,1,1,1,1,5,0,1,0,0,8,53,53,12.889188923592709,77.59882723007097,0
Karnataka,Sadashivanagar,2021,2,0,2,3,0,0,5,1,0,2,1,3,7,6,5,8,2,1,5,0,1,7,0,3,4,1,0,3,11,83,83,13.037562390051937,77.701304012916,0
Karnataka,Srirampura,2022,0,0,1,0,0,0,2,4,4,2,1,5,4,12,0,9,2,1,2,0,0,7,0,0,3,2,0,0,6,67,67,12.923852829464987,77.40834325492176,0
Karnataka,Malleshwaram 8th Cross,2022,0,4,2,1,0,2,1,4,2,2,0,5,7,14,6,5,1,0,2,0,0,5,0,1,2,2,0,1,12,81,81,12.990348893959391,77.71096679466568,0
Karnataka,Orion Mall Area,2024,3,0,0,4,1,1,1,4,1,0,0,1,3,2,6,9,0,1,3,0,1,8,1,5,3,1,0,3,12,74,74,12.80580664098384,77.59423234089476,0
Karnataka,CV Raman Road,2024,0,0,0,4,0,2,4,0,3,0,1,4,4,7,2,4,0,2,4,1,0,8,0,4,2,2,0,2,8,68,68,13.19702254078895,77.508636867552,0
Karnataka,Malleshwaram 18th Cross,2023,3,0,0,1,1,1,1,3,3,2,1,5,2,2,6,2,3,3,4,0,1,6,1,4,4,4,0,0,15,78,78,12.961277641184736,77.76829021003121,0
Karnataka,Yeshwanthpur,2021,2,2,2,3,1,0,5,1,1,0,1,1,1,12,4,8,3,1,5,1,1,2,1,3,1,0,0,3,14,79,79,12.986676567181359,77.4254772698698,0
Karnataka,Orion Mall Area,2018,3,4,2,1,1,1,5,0,3,1,0,0,0,13,6,1,2,2,2,0,0,3,1,5,4,0,0,0,16,76,76,12.873712992858751,77.76997942656287,0
Karnataka,Sadashivanagar,2023,2,4,0,2,0,0,2,4,0,2,0,2,4,2,6,9,0,1,1,1,1,6,0,1,2,4,0,1,18,75,75,12.900886639424142,77.59126642999387,0
Karnataka,Sadashivanagar,2021,2,4,1,2,1,0,4,3,4,1,1,4,5,3,0,7,3,2,2,0,1,1,0,1,0,1,0,0,14,67,67,12.995078780318346,77.77555829576403,0
Karnataka,Yeshwanthpur,2019,4,0,1,0,1,0,0,3,3,2,1,3,7,1,3,3,1,2,4,1,0,2,1,2,3,1,0,1,8,58,58,13.021499068547802,77.62280236022973,0
Karnataka,Malleshwaram 8th Cross,2023,3,0,1,0,1,2,0,0,0,2,1,2,6,5,6,6,0,3,5,0,1,1,1,5,2,4,0,3,9,69,69,13.113780122709999,77.77513325795005,0
Karnataka,Railway Station Area,2024,1,2,1,2,1,2,4,2,3,2,1,4,1,7,3,7,4,0,3,0,0,6,0,1,0,4,0,1,12,74,74,13.001620261232736,77.56360694264329,0
Karnataka,Yeshwanthpur,2019,4,0,2,1,1,2,4,2,0,1,0,3,4,13,2,0,3,3,4,0,1,3,0,0,4,2,0,1,10,70,70,13.19452802824174,77.48593581799966,0
Karnataka,Sampige Road,2019,4,2,1,0,1,2,1,4,0,0,1,0,4,13,1,9,1,3,5,0,0,7,1,4,2,3,0,4,10,83,83,13.07774396764634,77.48702707643814,0
Karnataka,CV Raman Road,2019,3,4,0,1,1,2,1,2,1,1,1,0,5,9,3,0,1,0,1,1,0,2,0,4,4,1,0,3,7,58,58,12.825642511496769,77.54032131576004,0
Karnataka,Sampige Road,2020,4,2,2,0,1,0,2,4,2,1,0,3,3,10,4,8,4,2,1,1,0,9,0,2,3,1,0,2,9,80,80,13.10779070115916,77.50214734864475,0
Karnataka,Malleshwaram 8th Cross,2024,4,1,2,4,1,0,4,2,0,1,1,5,1,14,2,8,3,2,3,0,0,8,0,1,3,1,0,1,18,90,90,12.948082477788239,77.46804470773141,0
Karnataka,Orion Mall Area,2018,0,3,0,1,0,0,0,0,3,2,0,2,2,10,0,9,2,2,1,1,1,6,1,3,0,4,0,3,17,73,73,12.964113961077496,77.5101444118041,0
Karnataka,Sampige Road,2020,2,0,0,2,0,0,2,3,1,0,1,0,0,8,5,0,1,1,1,1,1,0,1,2,0,1,0,1,13,47,47,12.960224634731684,77.7740615182988,0
Karnataka,Yeshwanthpur,2020,1,4,1,2,0,1,0,1,2,0,1,4,4,3,5,4,0,1,0,1,0,6,1,5,3,1,0,4,14,69,69,13.05225282029534,77.63127810360649,0
Karnataka,Malleshwaram 8th Cross,2019,3,3,2,0,1,2,0,3,4,0,1,2,1,3,5,3,2,1,4,1,0,1,1,5,1,5,0,2,17,73,73,13.11511567072215,77.54265714911568,0
Karnataka,Sampige Road,2018,0,3,1,1,1,1,2,2,0,0,1,3,1,0,0,9,1,3,1,1,1,3,1,5,3,2,0,2,16,64,64,13.19626831247668,77.45024406134111,0
Karnataka,Malleshwaram 8th Cross,2024,1,4,1,3,1,1,0,3,0,1,1,0,4,8,6,3,1,2,0,1,1,7,0,0,2,4,0,1,7,63,63,13.126503146305092,77.44426306678676,0
Karnataka,Yeshwanthpur,2018,1,3,2,2,0,1,4,2,2,0,1,0,0,1,0,1,4,2,4,0,0,2,1,5,4,4,0,3,5,54,54,12.870214562001005,77.74782946435302,0
Karnataka,Railway Station Area,2021,0,2,0,2,0,2,5,4,1,1,0,1,6,3,0,4,3,1,0,1,0,1,0,0,3,2,0,0,12,54,54,13.177789970456212,77.61353124088942,0
Karnataka,Margosa Road,2023,3,4,2,1,0,0,4,1,4,1,0,1,7,11,4,1,3,3,0,1,0,9,1,2,2,3,0,0,15,83,83,12.804811387120353,77.79335260006859,0
Karnataka,Vyalikaval,2020,2,4,0,1,0,0,2,4,2,0,1,2,4,6,3,2,4,3,2,1,0,3,0,2,2,4,0,3,12,69,69,12.97764777686995,77.63813759465171,0
Karnataka,Railway Station Area,2023,0,2,0,0,1,1,0,1,4,0,0,2,7,13,5,7,4,0,5,0,1,3,1,5,2,2,0,3,13,82,82,13.195983111460484,77.46741341918765,0
Karnataka,CV Raman Road,2023,4,1,1,3,1,0,0,4,2,1,0,3,0,12,0,8,2,3,3,0,0,2,1,4,4,0,0,3,16,78,78,12.83076210795829,77.6312387354542,0
Karnataka,Sadashivanagar,2018,1,1,1,2,0,2,1,4,1,0,1,3,7,7,6,8,2,0,0,1,0,5,1,2,2,2,0,1,12,73,73,12.891645511613612,77.70929698401038,0
Karnataka,Sadashivanagar,2024,4,3,1,1,1,0,3,3,3,2,1,3,1,11,6,6,4,3,1,1,0,9,0,4,4,0,0,3,17,95,95,13.026377620221853,77.72890657483998,0
Karnataka,Malleshwaram 8th Cross,2022,3,4,2,2,0,0,2,1,2,0,0,1,6,9,5,3,2,0,3,0,0,4,1,0,0,3,0,0,17,70,70,13.01474827165657,77.45639144357426,0
Karnataka,CV Raman Road,2023,2,2,2,3,1,2,5,3,3,0,0,0,4,1,4,8,0,3,5,0,1,2,1,0,0,2,0,2,11,67,67,13.043483428710283,77.48903133137745,0
Karnataka,Srirampura,2020,2,4,0,4,1,1,0,4,2,2,1,0,7,5,2,0,4,0,0,1,1,9,0,0,3,4,0,2,13,72,72,13.121013150059108,77.49970207757808,0
Karnataka,Sadashivanagar,2023,2,2,0,4,0,1,2,3,0,0,0,3,1,0,5,1,3,0,5,1,0,5,0,4,4,4,0,3,9,62,62,13.067160405949178,77.43093553893127,0
Karnataka,Railway Station Area,2018,4,1,2,3,1,2,1,2,1,0,0,1,4,9,4,9,3,3,1,0,1,7,1,2,0,0,0,0,8,70,70,13.148363684224739,77.40884773975151,0
Karnataka,Railway Station Area,2022,3,1,2,1,0,1,2,4,0,0,1,3,4,6,5,4,4,0,1,1,0,3,1,1,2,2,0,3,9,64,64,12.958315688993531,77.61044384646054,0
Karnataka,Sadashivanagar,2023,4,3,0,4,0,1,4,2,4,0,1,4,2,1,2,4,3,3,0,0,1,6,0,1,0,3,0,3,6,62,62,12.81482772532527,77.68787019680387,0
Karnataka,Orion Mall Area,2022,1,2,0,1,0,1,0,4,3,0,1,2,3,5,5,4,1,0,0,1,0,6,1,3,1,1,0,3,9,58,58,13.127803752494332,77.53963804829066,0
Karnataka,Sadashivanagar,2022,2,1,2,0,0,1,1,2,4,0,0,1,4,12,3,7,0,0,0,0,0,4,0,3,2,2,0,3,5,59,59,12.816290708552515,77.68952360820708,0
Karnataka,Rajajinagar,2019,3,0,1,2,1,2,4,2,3,2,0,0,5,9,5,9,1,1,4,1,0,3,1,5,4,2,0,4,5,79,79,12.950523252353728,77.68998903403318,0
Karnataka,Malleshwaram 8th Cross,2024,4,1,2,0,1,1,3,4,3,0,1,4,4,2,5,1,4,2,0,0,1,6,0,4,1,1,0,1,17,73,73,13.172838055457664,77.5659238345363,0
Karnataka,Orion Mall Area,2024,4,4,1,4,0,1,3,2,1,2,0,2,7,10,6,9,3,1,3,1,0,5,0,2,0,3,0,0,11,85,85,13.127407354141459,77.6943662149889,0
Karnataka,Railway Station Area,2024,4,2,1,4,1,2,2,1,4,1,0,2,1,8,0,8,2,2,2,0,1,6,0,0,4,2,0,3,9,72,72,12.99471874760386,77.49307948127192,0
Karnataka,Railway Station Area,2021,4,0,2,1,1,0,0,2,0,1,1,2,7,3,5,4,1,3,0,1,0,4,1,1,0,1,0,1,16,62,62,12.97932417747902,77.43957575025914,0
Karnataka,Railway Station Area,2023,4,1,0,4,0,2,3,4,0,2,1,1,0,11,6,6,1,2,0,0,1,7,0,3,2,1,0,4,14,80,80,12.955271111372046,77.79180729958159,0
Karnataka,Railway Station Area,2023,1,1,1,1,0,1,1,1,3,0,0,1,1,12,1,8,3,2,4,0,1,4,1,2,0,1,0,1,18,70,70,12.802447007358383,77.58964594909529,0
Karnataka,Rajajinagar,2021,2,2,2,3,0,2,0,1,3,2,1,1,5,1,5,4,2,0,3,1,1,6,1,1,0,3,0,4,17,73,73,13.008290600575855,77.4878518553904,0
Karnataka,Vyalikaval,2018,4,0,1,4,1,2,5,1,3,2,0,0,3,13,2,3,4,2,1,0,1,4,0,2,4,2,0,3,11,78,78,13.037873119657748,77.6625466327216,0
Karnataka,Margosa Road,2024,1,2,1,3,1,2,1,3,4,2,1,0,4,1,1,8,3,3,0,1,1,5,1,5,3,5,0,4,14,80,80,13.146204278483822,77.79722377948575,0
Karnataka,Margosa Road,2018,3,1,0,3,0,2,1,1,4,2,1,0,1,7,4,7,0,3,1,0,1,7,1,0,2,3,0,2,5,62,62,12.811582153228855,77.43669775203496,0
Karnataka,Vyalikaval,2023,3,3,1,2,0,0,1,3,2,2,0,4,5,13,6,2,0,1,2,0,1,2,1,4,0,3,0,3,8,72,72,12.926071689311629,77.52044857133808,0
Karnataka,CV Raman Road,2024,1,2,2,1,1,2,5,0,0,0,1,4,0,1,4,3,4,2,5,1,0,9,0,1,4,4,0,4,17,78,78,12.948957710454065,77.73125641412256,0
Karnataka,Yeshwanthpur,2023,1,1,1,3,0,1,3,2,3,1,0,5,3,9,1,8,4,3,0,1,1,6,1,1,2,2,0,3,7,73,73,13.00018756710535,77.68037196957224,0
Karnataka,Sadashivanagar,2021,1,2,2,2,0,0,2,3,4,2,1,3,3,1,3,0,0,3,5,1,1,0,0,2,3,4,0,4,19,71,71,12.855257226001902,77.78551669134735,0
Karnataka,CV Raman Road,2022,3,1,1,4,1,2,3,4,2,0,1,5,4,10,6,6,2,1,2,0,1,4,0,5,1,2,0,1,15,87,87,12.850960001555048,77.44624621376637,0
Karnataka,Railway Station Area,2018,4,2,0,4,1,1,3,1,3,2,1,3,3,6,0,9,4,1,1,1,1,7,1,2,2,0,0,0,10,73,73,12.954893219338993,77.60424802692833,0
Karnataka,Orion Mall Area,2023,2,1,0,3,0,1,2,4,0,2,0,2,0,12,4,2,0,1,0,1,1,8,1,2,1,2,0,2,5,59,59,12.889619212174939,77.63661114912317,0
Karnataka,Margosa Road,2019,4,0,1,4,0,1,4,1,4,2,1,2,6,0,1,9,2,0,0,0,0,0,0,5,1,2,0,3,5,58,58,12.873652619939316,77.47589955663392,0
Karnataka,Yeshwanthpur,2024,0,4,0,1,1,1,1,4,3,1,0,1,1,0,1,6,2,0,3,0,1,2,0,0,2,1,0,1,7,44,44,12.865645912093578,77.66526613300627,0
Karnataka,Malleshwaram 18th Cross,2019,1,4,1,4,0,0,5,2,1,0,0,2,3,5,5,8,4,0,3,0,0,0,0,5,4,2,0,4,12,75,75,12.95141919426456,77.48822365895167,0
